Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_supply_ratio,demand_multiplier,location_multiplier,vehicle_multiplier,New_Price
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843495781,1.408450704225352,1.1408450704225352,1.2,1.25,1109.67
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.44939271165,3.3636363636363638,1.3363636363636364,1.0,1.0,582.1
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661863877365,2.066666666666667,1.2066666666666668,1.2,1.25,745.35
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.01840875622844,3.769230769230769,1.376923076923077,1.0,1.25,546.84
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715337728,2.1,1.21,0.9,1.25,734.71
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.16365482248573,10.166666666666666,2.0166666666666666,0.9,1.0,207.21
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.4080460440558,3.0,1.3,1.0,1.0,576.16
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805106937,1.8181818181818181,1.1818181818181819,0.9,1.25,598.81
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896202661,2.2,1.22,1.2,1.25,136.19
98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278115731,1.1136363636363635,1.1113636363636363,1.0,1.0,38.42
30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879088473,2.0,1.2,1.2,1.0,693.58
32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668412356,2.2857142857142856,1.2285714285714286,1.2,1.25,614.41
22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388198801664,1.6923076923076923,1.1692307692307693,1.2,1.25,283.87
62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178461052,6.888888888888889,1.6888888888888889,1.2,1.25,551.74
51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924019288,1.8214285714285714,1.1821428571428572,1.2,1.0,445.39
85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292247022,1.1333333333333333,1.1133333333333333,1.0,1.25,980.15
28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738288303,2.8,1.28,1.2,1.25,806.93
93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164471941277,1.3098591549295775,1.1309859154929578,1.0,1.0,41.86
36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.02979977887577,3.6,1.3599999999999999,1.0,1.25,618.17
80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.75441798529033,3.4782608695652173,1.3478260869565217,0.9,1.0,436.93
60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.72466245477892,2.4,1.24,0.9,1.25,231.19
97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213877560842,2.108695652173913,1.2108695652173913,1.2,1.25,946.18
53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,707.4493979183783,3.533333333333333,1.3533333333333333,1.0,1.25,1077.09
79,22,Rural,Silver,53,3.96,Evening,Premium,126,542.8095730212775,3.4347826086956523,1.3434782608695652,0.9,1.25,738.37
44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,513.9900766589533,1.76,1.176,1.2,1.25,816.01
34,12,Suburban,Regular,3,4.83,Night,Premium,62,298.3556200090825,2.6153846153846154,1.2615384615384615,1.0,1.25,470.48
55,12,Urban,Silver,96,4.66,Morning,Premium,48,183.2701656673754,4.230769230769231,1.4230769230769231,1.2,1.25,352.09
49,29,Suburban,Regular,35,4.8,Evening,Premium,160,468.3069201504469,1.6333333333333333,1.1633333333333333,1.0,1.25,681.0
72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,220.4983368386397,1.309090909090909,1.1309090909090909,0.9,1.0,224.43
72,27,Urban,Gold,76,3.97,Morning,Premium,70,265.94661511348426,2.5714285714285716,1.2571428571428571,1.2,1.25,426.27
99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,311.4894374116108,14.142857142857142,2.414285714285714,1.0,1.0,639.22
21,10,Rural,Regular,22,4.42,Morning,Economy,151,647.8477765247827,1.9090909090909092,1.190909090909091,0.9,1.0,694.38
50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,383.9141419544756,1.9230769230769231,1.1923076923076923,1.2,1.0,494.36
61,35,Rural,Silver,4,4.77,Morning,Premium,115,557.916185756397,1.6944444444444444,1.1694444444444445,0.9,1.25,660.61
24,5,Rural,Silver,57,4.96,Night,Premium,70,228.7960083986281,4.0,1.4,0.9,1.25,324.32
31,17,Rural,Silver,71,4.46,Evening,Premium,55,237.76862211931405,1.7222222222222223,1.1722222222222223,0.9,1.25,282.2
35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,297.0874038526085,1.6666666666666667,1.1666666666666667,1.0,1.0,346.6
74,30,Urban,Regular,97,3.9,Evening,Economy,179,794.3231511066332,2.3870967741935485,1.238709677419355,1.2,1.0,1180.72
94,61,Urban,Regular,12,4.95,Evening,Premium,133,563.8497971641384,1.5161290322580645,1.1516129032258065,1.2,1.25,974.01
44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,339.2870734791633,3.6666666666666665,1.3666666666666667,0.9,1.25,469.49
84,37,Urban,Gold,3,3.83,Evening,Premium,69,248.9476553705649,2.210526315789474,1.2210526315789474,1.2,1.25,387.57
27,12,Suburban,Regular,39,4.51,Morning,Premium,55,279.2686999169939,2.076923076923077,1.2076923076923076,1.0,1.25,421.59
59,36,Suburban,Regular,43,3.74,Evening,Premium,25,145.04223833476908,1.5945945945945945,1.1594594594594594,1.0,1.25,210.21
82,20,Urban,Regular,59,3.99,Night,Premium,45,241.8259564507362,3.9047619047619047,1.3904761904761904,1.2,1.25,504.38
24,10,Urban,Gold,24,4.09,Morning,Premium,97,430.60985477056624,2.1818181818181817,1.2181818181818183,1.2,1.25,668.82
84,67,Suburban,Regular,48,4.87,Night,Economy,81,219.99370680056552,1.2352941176470589,1.1235294117647059,1.0,1.0,247.17
52,9,Suburban,Regular,24,4.19,Morning,Economy,102,366.7282586383836,5.2,1.52,1.0,1.0,557.43
38,12,Rural,Silver,44,4.85,Evening,Economy,110,356.8814026432877,2.923076923076923,1.2923076923076922,0.9,1.0,373.57
26,12,Urban,Regular,80,4.27,Afternoon,Economy,134,441.4714772887345,2.0,1.2,1.2,1.0,635.72
61,39,Suburban,Regular,82,4.49,Morning,Premium,46,230.1431447581205,1.525,1.1525,1.0,1.25,331.55
87,41,Rural,Gold,97,4.27,Afternoon,Premium,37,158.89198003545,2.0714285714285716,1.207142857142857,0.9,1.25,183.41
98,46,Suburban,Gold,55,4.71,Evening,Economy,173,766.9193242115463,2.0851063829787235,1.2085106382978723,1.0,1.0,787.81
24,13,Urban,Silver,54,4.09,Morning,Economy,161,466.7229822330101,1.7142857142857142,1.1714285714285715,1.2,1.0,590.47
44,8,Urban,Gold,43,3.82,Night,Economy,86,233.50662384935427,4.888888888888889,1.488888888888889,1.2,1.0,354.62
71,59,Urban,Regular,71,4.47,Evening,Economy,31,104.1037337805616,1.1833333333333333,1.1183333333333334,1.2,1.0,139.71
91,59,Urban,Silver,68,4.77,Night,Economy,15,38.33576819209958,1.5166666666666666,1.1516666666666666,1.2,1.0,47.68
32,14,Urban,Gold,75,4.49,Night,Economy,177,761.0167600703148,2.1333333333333333,1.2133333333333334,1.2,1.0,941.83
79,24,Urban,Silver,0,4.26,Evening,Economy,82,284.8625062809567,3.16,1.316,1.2,1.0,404.87
73,27,Urban,Regular,55,4.27,Morning,Premium,50,216.06019585156733,2.607142857142857,1.2607142857142857,1.2,1.25,408.59
32,16,Rural,Silver,80,4.78,Morning,Economy,11,39.37370119886104,1.8823529411764706,1.188235294117647,0.9,1.0,37.9
22,10,Rural,Silver,5,4.44,Morning,Premium,129,471.7821019342959,2.0,1.2,0.9,1.25,573.22
35,19,Urban,Silver,45,4.99,Afternoon,Economy,159,508.6730024657942,1.75,1.175,1.2,1.0,645.51
24,10,Suburban,Regular,79,4.3,Night,Economy,24,95.11851081754354,2.1818181818181817,1.2181818181818183,1.0,1.0,115.87
67,31,Rural,Gold,64,3.62,Night,Economy,169,735.1444900755255,2.09375,1.209375,0.9,1.0,680.14
100,73,Urban,Silver,95,3.98,Night,Premium,100,456.60307303079816,1.3513513513513513,1.135135135135135,1.2,1.25,699.71
66,16,Urban,Silver,94,4.52,Morning,Economy,34,122.24187517858556,3.8823529411764706,1.388235294117647,1.2,1.0,183.28
96,36,Urban,Regular,57,4.06,Evening,Premium,139,599.8171406236374,2.5945945945945947,1.2594594594594595,1.2,1.25,1133.17
60,8,Urban,Regular,68,4.84,Morning,Premium,144,438.5186068324803,6.666666666666667,1.6666666666666667,1.2,1.25,1096.3
92,31,Rural,Silver,54,3.91,Night,Premium,148,516.1330392078827,2.875,1.2875,0.9,1.25,672.83
92,49,Urban,Silver,9,4.23,Evening,Premium,89,397.4831040703401,1.84,1.184,1.2,1.25,635.34
56,37,Urban,Silver,27,4.12,Afternoon,Premium,68,317.8400260939533,1.4736842105263157,1.1473684210526316,1.2,1.25,492.32
88,71,Rural,Regular,42,4.87,Afternoon,Premium,109,330.78364034759613,1.2222222222222223,1.1222222222222222,0.9,1.25,417.61
87,47,Rural,Silver,6,4.54,Morning,Premium,162,743.3166378180009,1.8125,1.18125,0.9,1.25,889.02
85,6,Suburban,Gold,92,4.11,Afternoon,Economy,73,274.1712773124912,12.142857142857142,2.2142857142857144,1.0,1.0,516.03
98,54,Rural,Regular,34,4.57,Evening,Premium,113,462.4075929220183,1.7818181818181817,1.1781818181818182,0.9,1.25,612.9
28,14,Rural,Regular,24,4.2,Afternoon,Economy,147,533.0802632142761,1.8666666666666667,1.1866666666666668,0.9,1.0,569.33
36,9,Suburban,Silver,22,3.51,Night,Premium,37,143.2178421949143,3.6,1.3599999999999999,1.0,1.25,219.12
20,8,Suburban,Silver,38,4.82,Night,Premium,155,574.9456425421428,2.2222222222222223,1.2222222222222223,1.0,1.25,790.55
94,36,Rural,Regular,41,4.57,Morning,Economy,76,215.741761640662,2.5405405405405403,1.2540540540540541,0.9,1.0,243.5
94,82,Suburban,Gold,48,4.92,Morning,Premium,20,129.7685299495176,1.1325301204819278,1.1132530120481927,1.0,1.25,153.49
70,7,Urban,Regular,13,4.09,Afternoon,Economy,117,321.0007657787772,8.75,1.875,1.2,1.0,722.25
90,71,Suburban,Regular,37,3.51,Morning,Premium,32,172.59277503910292,1.25,1.125,1.0,1.25,242.71
42,10,Urban,Silver,56,4.01,Night,Premium,95,455.20978516158993,3.8181818181818183,1.3818181818181818,1.2,1.25,849.17
44,18,Suburban,Gold,88,3.67,Night,Premium,50,199.8397440906976,2.3157894736842106,1.231578947368421,1.0,1.25,261.5
60,16,Suburban,Regular,28,3.91,Evening,Economy,105,281.0970650985199,3.5294117647058822,1.3529411764705883,1.0,1.0,380.31
26,5,Rural,Silver,7,4.75,Afternoon,Premium,140,413.54800185803066,4.333333333333333,1.4333333333333333,0.9,1.25,600.16
79,13,Rural,Regular,6,4.63,Afternoon,Economy,38,134.09432585149492,5.642857142857143,1.5642857142857143,0.9,1.0,188.79
26,8,Rural,Gold,65,3.58,Night,Premium,89,378.50396161301137,2.888888888888889,1.2888888888888888,0.9,1.25,466.51
62,7,Urban,Silver,2,4.71,Morning,Premium,28,162.05358553352147,7.75,1.775,1.2,1.25,388.32
42,16,Rural,Gold,33,3.63,Morning,Economy,166,513.1161277813304,2.4705882352941178,1.2470588235294118,0.9,1.0,489.51
57,16,Urban,Regular,0,3.95,Afternoon,Economy,97,308.6385554813678,3.3529411764705883,1.335294117647059,1.2,1.0,494.55
33,13,Rural,Gold,34,4.78,Morning,Economy,66,239.08854651007988,2.357142857142857,1.2357142857142858,0.9,1.0,226.02
22,10,Rural,Regular,26,4.97,Morning,Economy,170,562.1650160715976,2.0,1.2,0.9,1.0,607.14
67,44,Urban,Regular,27,4.69,Morning,Economy,129,467.0198948894929,1.488888888888889,1.1488888888888888,1.2,1.0,643.86
62,15,Suburban,Silver,15,4.28,Night,Economy,73,327.43334173812747,3.875,1.3875,1.0,1.0,408.88
95,49,Rural,Regular,92,4.27,Night,Premium,99,332.0936161256213,1.9,1.19,0.9,1.25,444.59
61,36,Urban,Silver,72,4.64,Night,Premium,109,457.0853188522962,1.6486486486486487,1.164864864864865,1.2,1.25,718.8
48,12,Rural,Silver,25,4.26,Night,Economy,180,552.8162271192283,3.6923076923076925,1.3692307692307693,0.9,1.0,613.12
93,59,Rural,Regular,30,4.11,Afternoon,Premium,89,281.0521288708149,1.55,1.155,0.9,1.25,365.19
59,18,Urban,Gold,67,3.86,Morning,Economy,98,288.3451530321269,3.1052631578947367,1.3105263157894735,1.2,1.0,385.44
95,73,Urban,Regular,20,3.59,Evening,Premium,138,666.8242060496077,1.2837837837837838,1.1283783783783783,1.2,1.25,1128.65
71,33,Suburban,Regular,4,4.88,Evening,Premium,109,436.0192372930386,2.088235294117647,1.2088235294117646,1.0,1.25,658.84
20,7,Suburban,Gold,71,3.83,Morning,Premium,51,248.22030676592635,2.5,1.25,1.0,1.25,329.67
23,7,Urban,Gold,96,3.97,Afternoon,Premium,165,493.2338839519256,2.875,1.2875,1.2,1.25,809.67
80,69,Suburban,Silver,94,4.44,Night,Economy,74,291.5110820764234,1.1428571428571428,1.1142857142857143,1.0,1.0,292.34
58,10,Urban,Gold,51,4.27,Night,Premium,138,459.0606514814432,5.2727272727272725,1.5272727272727273,1.2,1.25,893.92
71,25,Urban,Gold,72,4.46,Evening,Economy,169,603.9358824371426,2.730769230769231,1.273076923076923,1.2,1.0,784.23
69,26,Rural,Gold,48,4.28,Evening,Premium,175,502.6040622268877,2.5555555555555554,1.2555555555555555,0.9,1.25,603.44
89,54,Suburban,Gold,48,4.38,Afternoon,Economy,24,74.78832688768996,1.6181818181818182,1.1618181818181819,1.0,1.0,73.86
84,62,Urban,Silver,52,4.61,Afternoon,Economy,29,126.23081147979764,1.3333333333333333,1.1333333333333333,1.2,1.0,154.51
98,61,Urban,Silver,91,4.28,Night,Economy,95,319.94237960548924,1.5806451612903225,1.1580645161290322,1.2,1.0,400.16
95,25,Urban,Gold,26,3.62,Morning,Economy,81,207.61291922267668,3.6538461538461537,1.3653846153846154,1.2,1.0,289.14
79,29,Rural,Silver,29,4.22,Night,Economy,99,304.74417790488224,2.6333333333333333,1.2633333333333332,0.9,1.0,311.84
82,10,Urban,Silver,97,4.43,Night,Economy,177,481.7658793191911,7.454545454545454,1.7454545454545454,1.2,1.0,908.17
87,5,Rural,Gold,6,3.76,Evening,Economy,28,83.3353748167845,14.5,2.45,0.9,1.0,156.19
83,35,Rural,Gold,3,4.32,Night,Premium,116,513.6451022177532,2.3055555555555554,1.2305555555555556,0.9,1.25,604.42
47,9,Rural,Regular,5,4.81,Night,Premium,178,561.374877548703,4.7,1.47,0.9,1.25,928.37
34,7,Urban,Silver,54,4.71,Night,Premium,149,516.51117285383,4.25,1.425,1.2,1.25,993.64
26,13,Rural,Regular,14,4.19,Morning,Economy,174,666.4286805847338,1.8571428571428572,1.1857142857142857,0.9,1.0,711.17
88,7,Rural,Gold,11,3.64,Night,Premium,130,573.2085393656391,11.0,2.1,0.9,1.25,1151.07
57,26,Rural,Regular,92,3.8,Evening,Premium,67,283.7979251507492,2.111111111111111,1.211111111111111,0.9,1.25,386.67
45,17,Rural,Silver,67,4.7,Afternoon,Economy,15,66.78323718712389,2.5,1.25,0.9,1.0,67.62
82,26,Urban,Gold,35,4.71,Morning,Economy,114,289.2390324634591,3.037037037037037,1.3037037037037038,1.2,1.0,384.62
54,39,Rural,Gold,88,4.59,Evening,Economy,42,147.42638660593482,1.35,1.135,0.9,1.0,128.01
95,24,Suburban,Gold,79,3.5,Afternoon,Economy,130,552.2304431046015,3.8,1.38,1.0,1.0,647.77
63,31,Suburban,Silver,2,3.81,Evening,Premium,160,632.5601419476765,1.96875,1.196875,1.0,1.25,851.73
43,18,Urban,Gold,58,4.22,Evening,Economy,156,494.7452574847764,2.263157894736842,1.2263157894736842,1.2,1.0,618.85
33,14,Suburban,Regular,87,4.81,Evening,Premium,17,118.98653335805044,2.2,1.22,1.0,1.25,181.45
33,23,Urban,Gold,24,4.21,Morning,Premium,11,91.38952597435124,1.375,1.1375,1.2,1.25,132.54
84,29,Urban,Regular,92,4.55,Morning,Premium,94,424.1559867017463,2.8,1.28,1.2,1.25,814.38
44,6,Suburban,Gold,80,4.13,Night,Premium,40,157.36483032789283,6.285714285714286,1.6285714285714286,1.0,1.25,272.3
53,27,Suburban,Regular,78,3.63,Night,Premium,58,279.09504825213924,1.8928571428571428,1.1892857142857143,1.0,1.25,414.9
78,63,Rural,Gold,14,4.21,Afternoon,Economy,147,655.065105532243,1.21875,1.121875,0.9,1.0,562.2
